example_id,nl_query,gold_query
e1082,Give me the last modified timestamp and creation date for the column named 'a_type_id'.,"select modified_date, creation_date from node_column where short_name = 'a_type_id'"
e1083,Count the number of directory nodes belonging to each owner account?,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_directory as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e1084,"Show the name, long name, creation date and description for all folders that contain at least one file directly inside them.","select t1.short_name, t1.long_name, t1.creation_date, t1.description from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id"
e1085,Count the number of tables derived from each source table within the lake.,"select t1.short_name, count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name"
e1086,"Display short name, long name, creation date and description for the password salt column.","select short_name, long_name, creation_date, description from node_column where short_name = 'passwd_salt'"
e1087,Give a sample of 5 directories that were modified in the past 10 days.,select short_name from node_directory where modified_date >= now() - interval '10 days' limit 5
e1088,Print out the creation dates for all folders.,"select short_name, creation_date from node_directory"
e1089,Print out the count of subfolders for each folder.,"select t1.node_id, t1.short_name, count(*) from node_directory as t1 join edge_has_dir_dir as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name"
e1090,Print out the names of all boolean columns in the lake.,select short_name from node_column where col_type = 'bool'
e1091,How many columns belong to each node owner?,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e1092,Print all the fields for the job candidate id column node.,select * from node_column where short_name = 'job_cand_id'
e1093,"For each owner account, display the mean size of a file added in past year.","select t1.node_id, t1.short_name, sum(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '1 year' group by t1.node_id, t1.short_name"
e1094,"Give the name, long name, creation date and description for all columns named 'mod_date'.","select short_name, long_name, creation_date, description from node_column where short_name = 'mod_date'"
e1095,Show the number of nodes owned by each user account that owns more than 50 nodes.,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having count(*) > 50"
e1096,Print the creation date and modification timestamp for the persons table.,"select creation_date, modified_date from node_table where short_name = 'person'"
e1097,Print all fields of the 'dim_sales_territory' table node.,select * from node_table where short_name = 'dim_sales_territory'
e1098,How many assets does the uwm account own that were created in the past one week?,select count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.short_name = 'uwmadison' and t2.creation_date >= now() - interval '7 days'
e1099,"For each owner node, calculate the average size of a file added in the past 3 months.","select t1.node_id, t1.short_name, sum(t3.fsize) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_file as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '3 months' group by t1.node_id, t1.short_name"
e1100,Print all fields for joinable table edges that were created in the past 4 days.,select * from edge_joinable_table_table where creation_date >= now() - interval '4 days'
e1101,"Display the id, names and creation dates for all biz terms.","select node_id, short_name, creation_date from node_business_term"
e1102,"Display the name, creation date and description for all columns associated with the classification 'timestamp'.","select t3.short_name, t3.creation_date, t3.description from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'timestamp'"
e1103,"Print out the name, mod timestamp and description for all column nodes associated with the classification 'timestamp'.","select t3.short_name, t3.modified_date, t3.description from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id where t1.short_name = 'timestamp'"
e1104,Give the description for the classification with label 'date'.,select description from node_classification where short_name = 'date'
e1105,Identify all classifications belonging to 'testuser' that were created in the past 75 days.,select t3.short_name from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_classification as t3 on t2.target_node_id = t3.node_id where t3.creation_date >= now() - interval '75 days' and t1.short_name = 'testuser'
e1106,Print out the number of columns associated with each classification that contains the word 'category' in it's name.,"select t1.short_name, count(*) from node_classification as t1 join edge_assoc_class_col as t2 on t1.node_id = t2.source_node_id group by t1.node_id, t1.short_name having t1.short_name like '%category%'"
e1107,Order all biz terms created in the past 2 days by it's creation timestamp.,select short_name from node_label where creation_date >= now() - interval '2 days' order by creation_date asc
e1108,Count the number of nodes of each type owned by each owner node.,"select t1.short_name, t3.type_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name, t3.type_name"
e1109,How many classifications are owned by each owner node?,"select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id join node_classification as t3 on t2.target_node_id = t3.node_id group by t1.node_id, t1.short_name"
e1110,Count the number of tables derived from each source table node id.,"select t1.node_id, count(*) from node_table as t1 join edge_derive_table_table as t2 on t1.node_id = t2.source_node_id group by t1.node_id"
e1111,Print all fields for the 'mod_date' column node.,select * from node_column where short_name = 'mod_date'
e1112,"For each account older than a week, print out it's name and the number of assets it owns.","select t1.short_name, count(*) from node_owner as t1 join edge_own as t2 on t1.node_id = t2.source_node_id where t1.creation_date <= now() - interval '7 days' group by t1.node_id, t1.short_name"
e1113,How many files were added to the directory 'part4' in the last 5 years?,select count(*) from node_directory as t1 join edge_has_dir_file as t2 on t1.node_id = t2.source_node_id where t2.creation_date <= now() - interval '5 years' and t1.short_name = 'part4'
e1114,"List the name, size and description for all files belonging to owner id 3.","select t1.short_name, t1.fsize, t1.description from node_file as t1 join edge_own as t2 on t1.node_id = t2.target_node_id where t2.source_node_id = 3"
e1115,How many assets are present in the lake for each label asset type?,"select type_name, count(*) from node_label group by type_name"
e1116,Show the names and descriptions of all the columns in the data lake along with the table that they belong to.,"select t3.short_name, t3.description, t1.short_name from node_table as t1 join edge_has_table_col as t2 on t1.node_id = t2.source_node_id join node_column as t3 on t2.target_node_id = t3.node_id"
